question,labels,has_context
Nguyên nhân gây u nang buồng trứng trong tiểu đường thai kỳ?,cause|population,1
Ai dễ bị u nang buồng trứng khi có tiểu đường thai kỳ?,cause|population,1
Làm sao tránh sẩy thai khi Sinh non,prevention,1
Có cách nào để ngăn ngừa hiện tượng sẩy thai khi sinh non?,prevention,1
Làm thế nào để giảm nguy cơ sẩy thai khi gặp tình trạng sinh non?,prevention,1
loạn khuẩn âm đạo trong Yoga thường gặp ở ai,population,1
Loạn khuẩn âm đạo trong Yoga thường gặp ở những ai?,population,1
Những người nào dễ bị loạn khuẩn âm đạo khi tập Yoga?,population,1
Biến chứng và cách điều trị ung thư buồng trứng khi Siêu âm thường ,treatment|complication,1
Yếu tố làm tăng khả năng mắc sinh non,riskfactor,0
Những yếu tố nào làm tăng khả năng sinh non?,riskfactor,0
Những yếu tố nào có thể làm tăng nguy cơ sinh non?,riskfactor,0
Yếu tố nguy cơ và cách phòng tránh u nang buồng trứng khi Cho con bú,riskfactor|prevention,1
Nguyên nhân và triệu chứng của vô kinh khi Sinh non,symptom|cause,1
Vô kinh do sinh non có biểu hiện và nguyên nhân gì?,symptom|cause,1
Nguyên nhân nào gây vô kinh sau khi sinh non?,symptom|cause,1
Nguyên nhân và ai dễ mắc sinh non trong Nghén,cause|population,1
"Khi tiến hành phẫu thuật, nếu mắc phải viêm cổ tử cung, cần lưu ý những biểu hiện nào và cách điều trị thế nào?",cause|population,1
Ai dễ bị sinh non khi nghén và nguyên nhân dẫn đến tình trạng này là gì?,cause|population,1
Làm sao tránh thai ngoài tử cung khi Dinh dưỡng,prevention,1
Làm sao tránh thai ngoài tử cung khi ăn uống?,prevention,1
Có cách nào tránh thai ngoài tử cung thông qua dinh dưỡng?,prevention,1
Phân loại viêm vùng chậu khi Ba tháng đầu,subdisease,1
Viêm vùng chậu có phân loại không trong 3 tháng đầu thai kỳ?,subdisease,1
"Trong 3 tháng đầu mang thai, viêm vùng chậu có các loại nào?",subdisease,1
Triệu chứng và cách điều trị mãn kinh trong Siêu âm,symptom|treatment,1
Thói quen giúp hạn chế vô kinh,prevention,0
Ai hay mắc tiểu không kiểm soát khi Cho con bú,population,1
Khám sức khỏe định kỳ có giúp ngăn ngừa thống kinh không?,population,1
Những ai dễ bị tiểu không kiểm soát khi đang cho con bú?,population,1
Điều cần biết về viêm niệu đạo khi Dinh dưỡng,detail,1
Viêm niệu đạo khi mang thai cần chú ý những gì về dinh dưỡng?,detail,1
Viêm niệu đạo khi mang thai có liên quan gì đến chế độ dinh dưỡng?,detail,1
Dấu hiệu lạc nội mạc tử cung khi Vaccine HPV,symptom,1
Dấu hiệu lạc nội mạc tử cung khi tiêm vaccine HPV là gì?,symptom,1
Tiêm vaccine HPV có ảnh hưởng gì đến lạc nội mạc tử cung không?,symptom,1
Nguyên nhân và đối tượng dễ mắc u xơ tử cung,cause|population,0
Thông tin chi tiết rong kinh trong Cho con bú,detail,1
Rong kinh khi cho con bú có triệu chứng gì?,detail,1
Thông tin chi tiết về rong kinh trong thời gian cho con bú?,detail,1
thống kinh được dùng thế nào khi Đi bộ,application,1
Đi bộ có giúp giảm thống kinh không?,application,1
7b.统经怎么影响走路？,application,1
Tại sao có u nang buồng trứng khi Cho con bú,cause,1
Tại sao u nang buồng trứng lại xuất hiện khi đang cho con bú?,cause,1
Điều gì gây ra u nang buồng trứng khi bạn đang cho con bú?,cause,1
Nguyên nhân và triệu chứng của viêm đường tiết niệu khi Nghén,symptom|cause,1
Xử lý tiểu không kiểm soát khi Tiền sản giật,treatment,1
Tiền sản giật có gây tiểu không kiểm soát không?,treatment,1
Cách nào xử lý tiểu không kiểm soát do tiền sản giật?,treatment,1
Phân loại tiểu không kiểm soát cùng dấu hiệu nhận biết,subdisease|symptom,0
Tiểu không kiểm soát có các dạng và dấu hiệu nào?,subdisease|symptom,0
Phân loại tiểu không kiểm soát và cách nhận biết?,subdisease|symptom,0
Nguyên nhân và triệu chứng của u xơ tử cung khi Dậy thì,symptom|cause,1
"Trong Thiếu máu, thai lưu có nguyên nhân và dấu hiệu gì",symptom|cause,1
Phòng ngừa u nang buồng trứng trong Khám phụ khoa,prevention,1
Định nghĩa tiền mãn kinh trong Huyết áp cao,definition,1
Tiền mãn kinh có liên quan thế nào đến huyết áp cao?,definition,1
Định nghĩa về tiền mãn kinh khi nói đến huyết áp cao là gì?,definition,1
Ai hay mắc ung thư cổ tử cung khi Đi bộ,population,1
Đi bộ có làm tăng nguy cơ ung thư cổ tử cung không?,population,1
Ai thường bị ung thư cổ tử cung khi đi bộ?,population,1
Định nghĩa nhiễm HPV trong Ba tháng đầu,definition,1
Siêu âm thường thì làm sao để xử lý u xơ tử cung?,definition,1
Nhiễm HPV trong ba tháng đầu có ý nghĩa gì?,definition,1
Lời khuyên và phương pháp điều trị viêm nội mạc tử cung trong Tiền sản giật,advice|treatment,1
Điều trị viêm nội mạc tử cung khi tiền sản giật như thế nào?,advice|treatment,1
Tiền sản giật mà bị viêm nội mạc tử cung thì làm sao?,advice|treatment,1
Định nghĩa sinh non và đối tượng dễ mắc trong Tiểu đường thai kỳ,definition|population,1
Làm sao tránh viêm nội mạc tử cung khi Huyết áp cao,prevention,1
Làm thế nào để tránh viêm nội mạc tử cung khi bị huyết áp cao?,prevention,1
"Khi huyết áp cao, cách phòng ngừa viêm nội mạc tử cung là gì?",prevention,1
Tại sao có rong kinh khi Cho con bú,cause,1
Tại sao lại có rong kinh khi cho con bú?,cause,1
Cho con bú có làm tăng nguy cơ rong kinh không?,cause,1
Lời khuyên khi bị ung thư nội mạc tử cung trong Siêu âm,advice,1
Nguyên nhân ung thư cổ tử cung trong Yoga,cause,1
Yoga có giảm nguy cơ ung thư cổ tử cung không?,cause,1
Tập yoga có liên quan đến nguyên nhân gây ung thư cổ tử cung không?,cause,1
Nguyên nhân và triệu chứng của sẩy thai khi Siêu âm,symptom|cause,1
Ai hay mắc thai lưu khi Nghén,population,1
Ai thường gặp phải tình trạng thai lưu khi có triệu chứng nghén?,population,1
Những đối tượng nào hay bị thai lưu khi xuất hiện triệu chứng nghén?,population,1
Chi tiết quan trọng về sẩy thai,detail,0
Triệu chứng của ung thư buồng trứng trong Dinh dưỡng,symptom,1
Triệu chứng của ung thư buồng trứng có liên quan gì đến dinh dưỡng?,symptom,1
Dinh dưỡng ảnh hưởng như thế nào đến triệu chứng ung thư buồng trứng?,symptom,1
Phòng ngừa viêm đường tiết niệu trong Khám phụ khoa,prevention,1
Thông tin về loạn khuẩn âm đạo,topic,0
Các thể viêm cổ tử cung và triệu chứng đi kèm,subdisease|symptom,0
Yếu tố nguy cơ và cách phòng tránh loạn khuẩn âm đạo khi Thai kỳ,riskfactor|prevention,1
thai lưu trong Tiểu đường thai kỳ thường gặp ở ai,population,1
"Nếu bị nhiễm HPV thì có cần phẫu thuật không, triệu chứng và cách điều trị như thế nào?",population,1
Thai lưu thường gặp ở những ai bị tiểu đường thai kỳ?,population,1
Cách phòng ngừa tiểu không kiểm soát,prevention,0
Làm sao để kiểm soát tiểu tốt hơn?,prevention,0
Có cách nào giúp phòng ngừa tiểu không tự chủ?,prevention,0
Rủi ro của sẩy thai khi Ba tháng đầu,complication,1
Sẩy thai trong ba tháng đầu có nguy hiểm không?,complication,1
Rủi ro sẩy thai khi mang thai ba tháng đầu là gì?,complication,1
"sẩy thai trong Khám phụ khoa: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
Triệu chứng của ung thư buồng trứng trong Tiền sản giật,symptom,1
Tiền sản giật có gây ung thư buồng trứng không?,symptom,1
Triệu chứng của ung thư buồng trứng trong thai kỳ có tiền sản giật?,symptom,1
"Trong Siêu âm, sẩy thai có nguyên nhân và dấu hiệu gì",symptom|cause,1
Tại sao có viêm vùng chậu khi Khám phụ khoa,cause,1
Tại sao lại có viêm vùng chậu khi khám phụ khoa?,cause,1
Viêm vùng chậu có thể xảy ra khi khám phụ khoa không?,cause,1
ung thư buồng trứng trong Xét nghiệm máu,topic,1
Ung thư buồng trứng có thể được phát hiện qua xét nghiệm máu không?,topic,1
Xét nghiệm máu có thể giúp xác định ung thư buồng trứng không?,topic,1
Lời khuyên khi bị vô kinh trong Siêu âm nâng cao,advice,1
viêm cổ tử cung được sử dụng trong trường hợp nào,application,0
Ai hay mắc đa nang buồng trứng khi Mang thai,population,1
Phụ nữ nào thường gặp tình trạng đa nang buồng trứng khi mang thai?,population,1
Những ai dễ bị đa nang buồng trứng trong thai kỳ?,population,1
Rủi ro của tiền mãn kinh khi Tiểu đường thai kỳ,complication,1
Tiền mãn kinh có ảnh hưởng gì khi bị tiểu đường thai kỳ?,complication,1
Nếu bị tiểu đường thai kỳ thì tiền mãn kinh có tăng nguy cơ gì không?,complication,1
Nên làm gì với viêm âm đạo khi Cho con bú,advice,1
Có những thông tin nào quan trọng về nhiễm HPV?,advice,1
Nên làm gì khi bị viêm âm đạo trong lúc cho con bú?,advice,1
Phân loại thống kinh khi Nghén,subdisease,1
Thống kinh khi nghén có mấy loại?,subdisease,1
Các loại thống kinh khi nghén là gì?,subdisease,1
Những khía cạnh cần lưu ý về lạc nội mạc tử cung,detail,0
Lạc nội mạc tử cung cần lưu ý những điểm nào?,detail,0
Cần chú ý gì về lạc nội mạc tử cung?,detail,0
"u nang buồng trứng trong Đi bộ: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
"U nang buồng trứng khi đi bộ: nguyên nhân, triệu chứng và cách điều trị?",symptom|treatment|cause,1
"Khi đi bộ, u nang buồng trứng có thể xuất hiện do những nguyên nhân nào, triệu chứng như thế nào và cách điều trị ra sao?",symptom|treatment|cause,1
Nguy cơ mắc viêm buồng trứng khi Xét nghiệm nước tiểu,riskfactor,1
Có nguy cơ mắc viêm buồng trứng khi xét nghiệm nước tiểu không?,riskfactor,1
Xét nghiệm nước tiểu có thể phát hiện viêm buồng trứng không?,riskfactor,1
Biến chứng thai ngoài tử cung trong Nghén,complication,1
Thai ngoài tử cung có thể gây biến chứng gì khi nghén?,complication,1
"Khi nghén, thai ngoài tử cung có nguy hiểm không?",complication,1
Nên làm gì với ung thư cổ tử cung khi Siêu âm nâng cao,advice,1
"Nếu siêu âm nâng cao phát hiện ung thư cổ tử cung, phải làm sao?",advice,1
Ung thư cổ tử cung được phát hiện qua siêu âm nâng cao thì phải điều trị thế nào?,advice,1
Thông tin chi tiết mãn kinh trong Vaccine HPV,detail,1
Ứng dụng của tiền mãn kinh trong Yoga,application,1
Yoga có giúp ích gì trong thời kỳ tiền mãn kinh?,application,1
Thực hành yoga có tốt cho phụ nữ tiền mãn kinh không?,application,1
Biến chứng sẩy thai trong Nội tiết tố,complication,1
Sẩy thai có biến chứng gì?,complication,1
Biến chứng của sẩy thai do nội tiết tố là gì?,complication,1
Yếu tố nguy cơ u nang buồng trứng trong Xét nghiệm nước tiểu,riskfactor,1
U nang buồng trứng có ảnh hưởng gì đến kết quả xét nghiệm nước tiểu?,riskfactor,1
Xét nghiệm nước tiểu cho thấy gì về khả năng mắc u nang buồng trứng?,riskfactor,1
Nguyên nhân và triệu chứng của viêm âm đạo khi Dinh dưỡng,symptom|cause,1
Viêm âm đạo do dinh dưỡng kém có những dấu hiệu nào?,symptom|cause,1
Dinh dưỡng kém có gây viêm âm đạo không?,symptom|cause,1
Thông tin chi tiết viêm đường tiết niệu trong Siêu âm,detail,1
Rủi ro của ung thư buồng trứng khi Xét nghiệm nước tiểu,complication,1
Ung thư buồng trứng có thể phát hiện qua xét nghiệm nước tiểu không?,complication,1
"Khi xét nghiệm nước tiểu, có thể biết được mình có nguy cơ ung thư buồng trứng không?",complication,1
ung thư nội mạc tử cung được dùng thế nào khi Siêu âm,application,1
Tại sao có ung thư cổ tử cung khi Yoga,cause,1
Tại sao việc thực hành yoga có thể liên quan đến nguy cơ mắc ung thư cổ tử cung?,cause,1
Yoga có thể ảnh hưởng như thế nào đến nguy cơ mắc ung thư cổ tử cung?,cause,1
viêm niệu đạo được dùng thế nào khi Thai kỳ,application,1
thai lưu được dùng thế nào khi Huyết áp cao,application,1
Xử lý nhiễm HPV khi Xét nghiệm máu,treatment,1
"Nếu nhiễm HPV, cần làm gì khi xét nghiệm máu?",treatment,1
Bác sĩ sẽ chỉ định gì nếu phát hiện nhiễm HPV khi xét nghiệm máu?,treatment,1
Yếu tố nguy cơ và cách phòng tránh viêm âm đạo khi Khám sức khỏe định kỳ,riskfactor|prevention,1
Tại sao có đau bụng kinh khi Xét nghiệm nước tiểu,cause,1
Đau bụng kinh có liên quan gì đến xét nghiệm nước tiểu không?,cause,1
Tại sao lại đau bụng kinh khi làm xét nghiệm nước tiểu?,cause,1
Triệu chứng của viêm buồng trứng trong Siêu âm thường ,symptom,1
Siêu âm có thấy được triệu chứng viêm buồng trứng không?,symptom,1
Triệu chứng viêm buồng trứng trên siêu âm là gì?,symptom,1
Lời khuyên và phương pháp điều trị thai ngoài tử cung trong Xét nghiệm máu,advice|treatment,1
Phương pháp điều trị thai ngoài tử cung và những lời khuyên cần lưu tâm khi xét nghiệm máu là gì?,advice|treatment,1
"Khi xét nghiệm máu, những lời khuyên và cách điều trị thai ngoài tử cung nào nên được áp dụng?",advice|treatment,1
Các thể nhiễm nấm âm đạo trong Xét nghiệm nước tiểu,subdisease,1
Làm sao biết bị loạn khuẩn âm đạo khi đang mang thai 3 tháng đầu?,subdisease,1
Xét nghiệm nước tiểu có thể phát hiện các loại nhiễm nấm âm đạo không?,subdisease,1
Tại sao có viêm cổ tử cung khi Xét nghiệm máu,cause,1
Vì sao xét nghiệm máu lại phát hiện viêm cổ tử cung?,cause,1
Xét nghiệm máu có thể phát hiện viêm cổ tử cung thế nào?,cause,1
viêm vùng chậu được điều trị ra sao,treatment,0
ung thư buồng trứng được dùng thế nào khi Xét nghiệm nước tiểu,application,1
Điều cần biết về u xơ tử cung khi Xét nghiệm máu,detail,1
Cần nắm rõ những thông tin gì về u xơ tử cung khi thực hiện xét nghiệm máu?,detail,1
"Khi xét nghiệm máu, bạn cần biết điều gì về u xơ tử cung?",detail,1
Phòng ngừa lạc nội mạc tử cung trong Tiểu đường thai kỳ,prevention,1
Làm thế nào để phòng ngừa lạc nội mạc tử cung khi bị tiểu đường thai kỳ?,prevention,1
"Khi mắc tiểu đường thai kỳ, cần áp dụng những biện pháp nào để ngăn ngừa lạc nội mạc tử cung?",prevention,1
Nguyên nhân và triệu chứng của loạn khuẩn âm đạo khi Khám phụ khoa,symptom|cause,1
Yếu tố nguy cơ viêm nội mạc tử cung trong Thai kỳ,riskfactor,1
Các thể thai ngoài tử cung trong Dậy thì,subdisease,1
Phân loại ung thư buồng trứng khi Siêu âm,subdisease,1
Siêu âm có giúp phân loại ung thư buồng trứng không?,subdisease,1
Khi siêu âm thì có thể xác định được các loại ung thư buồng trứng nào?,subdisease,1
tiền mãn kinh là gì và ai dễ mắc,definition|population,0
Lời khuyên và phương pháp điều trị thai lưu trong Dinh dưỡng,advice|treatment,1
Làm sao tránh thai lưu khi Mang thai,prevention,1
Tại sao có đa nang buồng trứng khi Siêu âm,cause,1
Siêu âm có giúp phát hiện đa nang buồng trứng không?,cause,1
Đa nang buồng trứng xuất hiện thế nào khi siêu âm?,cause,1
Điều cần biết về vô kinh khi Siêu âm nâng cao,detail,1
Cần biết những điều gì về vô kinh khi làm Siêu âm nâng cao?,detail,1
Siêu âm nâng cao có giúp chẩn đoán vô kinh không?,detail,1
Định nghĩa u xơ tử cung và đối tượng dễ mắc trong Tiểu đường thai kỳ,definition|population,1
U xơ tử cung là gì và ai dễ mắc phải khi có tiểu đường thai kỳ?,definition|population,1
Người mắc tiểu đường thai kỳ có dễ bị u xơ tử cung không?,definition|population,1
Yếu tố nguy cơ và cách phòng tránh ung thư nội mạc tử cung khi Vaccine HPV,riskfactor|prevention,1
Biến chứng của mãn kinh,complication,0
Mãn kinh có thể gây ra biến chứng gì?,complication,0
Các vấn đề sức khỏe thường gặp khi bước vào giai đoạn mãn kinh?,complication,0
Lời khuyên khi bị ung thư cổ tử cung trong Phẫu thuật,advice,1
Nguyên nhân và ai dễ mắc đa nang buồng trứng trong Khám sức khỏe định kỳ,cause|population,1
Định nghĩa đa nang buồng trứng trong Sinh non,definition,1
Đa nang buồng trứng có liên quan gì đến sinh non không?,definition,1
Sinh non có thể bị ảnh hưởng bởi tình trạng đa nang buồng trứng không?,definition,1
"u xơ tử cung trong Ba tháng đầu: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
Yếu tố nguy cơ rong kinh trong Dậy thì,riskfactor,1
Dậy thì có thể gặp những yếu tố nguy cơ nào dẫn đến rong kinh?,riskfactor,1
Những yếu tố nguy cơ nào khiến trẻ dậy thì dễ bị rong kinh?,riskfactor,1
Nguyên nhân và triệu chứng của lạc nội mạc tử cung khi Thai kỳ,symptom|cause,1
"Trong thai kỳ, hãy liệt kê nguyên nhân và các triệu chứng của lạc nội mạc tử cung?",symptom|cause,1
Nguyên nhân và dấu hiệu nhận biết lạc nội mạc tử cung khi mang thai là gì?,symptom|cause,1
Triệu chứng và cách điều trị nhiễm HPV trong Yoga,symptom|treatment,1
thống kinh liên quan đến chủ đề gì,topic,0
Dấu hiệu thai ngoài tử cung khi Dậy thì,symptom,1
Dậy thì có dấu hiệu gì nếu bị thai ngoài tử cung?,symptom,1
Thai ngoài tử cung có biểu hiện gì khi dậy thì?,symptom,1
"Trong Khám sức khỏe định kỳ, u nang buồng trứng có nguyên nhân và dấu hiệu gì",symptom|cause,1
Khám sức khỏe định kỳ có giúp phát hiện u nang buồng trứng không?,symptom|cause,1
U nang buồng trứng có dấu hiệu gì khi đi khám sức khỏe định kỳ?,symptom|cause,1
Yếu tố nguy cơ và cách phòng tránh u nang buồng trứng khi Ba tháng cuối,riskfactor|prevention,1
cách phòng tránh u nang buồng trứng trong ba tháng cuối thai kỳ?,riskfactor|prevention,1
yếu tố nguy cơ nào gây u nang buồng trứng ở ba tháng cuối?,riskfactor|prevention,1
Khi viêm buồng trứng thì nên làm gì,advice,0
"Nếu mắc viêm buồng trứng, bạn nên làm gì?",advice,0
Các biện pháp nên thực hiện khi bị viêm buồng trứng là gì?,advice,0
thống kinh có dấu hiệu ban đầu ra sao,symptom,0
Thống kinh thường có dấu hiệu ban đầu ra sao?,symptom,0
Dấu hiệu đầu tiên của thống kinh là gì?,symptom,0
Biến chứng và cách điều trị sinh non khi Tiểu đường thai kỳ,treatment|complication,1
thai lưu là gì khi Nghén,definition,1
Thai lưu có liên quan gì đến nghén không?,definition,1
Nghén có gây ra thai lưu không?,definition,1
Ai hay mắc viêm đường tiết niệu khi Khám phụ khoa,population,1
Khám phụ khoa có giúp biết ai dễ bị viêm đường tiết niệu không?,population,1
Ai thường bị viêm đường tiết niệu khi khám phụ khoa?,population,1
Biến chứng và cách điều trị tiền mãn kinh khi Cho con bú,treatment|complication,1
"đau bụng kinh trong Dinh dưỡng: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
Đau bụng kinh do đâu và cách điều trị thế nào?,symptom|treatment|cause,1
Nguyên nhân và cách điều trị đau bụng kinh ra sao?,symptom|treatment|cause,1
Phòng ngừa ung thư buồng trứng trong Dinh dưỡng,prevention,1
Ăn uống thế nào để phòng ngừa ung thư buồng trứng?,prevention,1
Những loại thực phẩm nào giúp giảm nguy cơ ung thư buồng trứng?,prevention,1
sẩy thai khi Siêu âm nâng cao: dấu hiệu và cách chữa,symptom|treatment,1
Nguyên nhân và triệu chứng của ung thư nội mạc tử cung khi Sinh non,symptom|cause,1
Nguyên nhân và các triệu chứng của ung thư nội mạc tử cung khi sinh non là gì?,symptom|cause,1
"Khi sinh non, những dấu hiệu và nguyên nhân của ung thư nội mạc tử cung là gì?",symptom|cause,1
Ứng dụng của viêm âm đạo trong Nghén,application,1
Viêm âm đạo có ảnh hưởng gì khi nghén?,application,1
"Khi nghén, viêm âm đạo có tác động gì?",application,1
thống kinh trong Xét nghiệm Pap smear,topic,1
Thống kinh có ảnh hưởng đến kết quả Pap smear không?,topic,1
Làm Pap smear có bị ảnh hưởng bởi kinh nguyệt không?,topic,1
Triệu chứng của đa nang buồng trứng trong Tiền sản giật,symptom,1
Triệu chứng đa nang buồng trứng trong tiền sản giật là gì?,symptom,1
Làm sao nhận biết đa nang buồng trứng khi có tiền sản giật?,symptom,1
Nguyên nhân và ai dễ mắc đa nang buồng trứng trong Cho con bú,cause|population,1
Nguyên nhân gây đa nang buồng trứng khi cho con bú là gì?,cause|population,1
Ai dễ bị đa nang buồng trứng trong thời gian cho con bú?,cause|population,1
vô kinh bao gồm những gì,detail,0
Vô kinh là gì?,detail,0
Dấu hiệu vô kinh ra sao?,detail,0
Nguyên nhân và đối tượng dễ mắc nhiễm nấm âm đạo,cause|population,0
Triệu chứng và cách điều trị mãn kinh trong Siêu âm nâng cao,symptom|treatment,1
Triệu chứng và cách điều trị thống kinh trong Xét nghiệm Pap smear,symptom|treatment,1
Định nghĩa đa kinh,definition,0
Đa kinh là gì?,definition,0
Định nghĩa của đa kinh là thế nào?,definition,0
Nên làm gì với loạn khuẩn âm đạo khi Ba tháng đầu,advice,1
thai ngoài tử cung trong Khám phụ khoa,topic,1
Phòng ngừa thai ngoài tử cung trong Khám phụ khoa,prevention,1
Nguyên nhân và triệu chứng của viêm cổ tử cung khi Mang thai,symptom|cause,1
Những nguyên nhân và dấu hiệu của viêm cổ tử cung khi mang thai là gì?,symptom|cause,1
"Khi mang thai, viêm cổ tử cung do đâu và có những biểu hiện nào?",symptom|cause,1
viêm buồng trứng khi Siêu âm nâng cao: dấu hiệu và cách chữa,symptom|treatment,1
Triệu chứng của viêm nội mạc tử cung trong Phẫu thuật,symptom,1
"Sau phẫu thuật, dấu hiệu viêm nội mạc tử cung ra sao?",symptom,1
Làm sao biết mình bị viêm nội mạc tử cung sau khi phẫu thuật?,symptom,1
u xơ tử cung trong Cho con bú,topic,1
Các thể viêm đường tiết niệu trong Tiểu đường thai kỳ,subdisease,1
"Trong tiểu đường thai kỳ, các thể viêm đường tiết niệu thường gặp là gì?",subdisease,1
Hãy liệt kê các thể viêm đường tiết niệu có thể xảy ra trong tiểu đường thai kỳ,subdisease,1
Nguyên nhân gây nhiễm nấm âm đạo,cause,0
Nguyên nhân nào gây nhiễm nấm âm đạo?,cause,0
Tại sao lại bị nhiễm nấm âm đạo?,cause,0
Ai hay mắc nhiễm nấm âm đạo khi Xét nghiệm Pap smear,population,1
Xét nghiệm Pap smear giúp phát hiện nhiễm nấm âm đạo được không?,population,1
Ai dễ bị nhiễm nấm âm đạo khi làm xét nghiệm Pap smear?,population,1
Ai hay mắc sẩy thai khi Cho con bú,population,1
Cho con bú có ảnh hưởng gì đến nguy cơ sẩy thai không?,population,1
Ai dễ bị sẩy thai khi đang cho con bú?,population,1
Khi bị ung thư nội mạc tử cung nên làm gì và chữa thế nào,advice|treatment,0
Biến chứng ung thư buồng trứng trong Mang thai,complication,1
Biến chứng ung thư buồng trứng khi mang thai có nguy hiểm không?,complication,1
Ung thư buồng trứng có gây biến chứng gì khi mang thai?,complication,1
"Trong Nghén, viêm nội mạc tử cung có nguyên nhân và dấu hiệu gì",symptom|cause,1
Điều cần biết về ung thư cổ tử cung khi Thai kỳ,detail,1
,detail,1
Viêm âm đạo là gì và ai dễ bị trong xét nghiệm Pap smear?,detail,1
Rủi ro của tiền mãn kinh khi Xét nghiệm Pap smear,complication,1
Tiền mãn kinh có ảnh hưởng gì khi xét nghiệm Pap smear?,complication,1
Xét nghiệm Pap smear có phát hiện được rủi ro tiền mãn kinh không?,complication,1
Yếu tố làm tăng khả năng mắc lạc nội mạc tử cung,riskfactor,0
Những yếu tố nào dễ dẫn đến lạc nội mạc tử cung?,riskfactor,0
Điều gì làm tăng khả năng mắc lạc nội mạc tử cung?,riskfactor,0
đa nang buồng trứng là dấu hiệu của bệnh nào,disease,0
Đa nang buồng trứng có thể do bệnh gì?,disease,0
Đa nang buồng trứng có phải dấu hiệu của bệnh gì không?,disease,0
Làm sao tránh u xơ tử cung khi Ba tháng cuối,prevention,1
Cách nào tránh u xơ tử cung khi mang thai 3 tháng cuối?,prevention,1
Có cách nào ngừa u xơ tử cung ở ba tháng cuối thai kỳ không?,prevention,1
Lời khuyên và phương pháp điều trị tiểu không kiểm soát trong Cho con bú,advice|treatment,1
"Bị tiểu không kiểm soát khi cho con bú, phải làm sao?",advice|treatment,1
Có lời khuyên gì về cách điều trị tiểu không kiểm soát khi đang cho con bú?,advice|treatment,1
Nên làm gì với sẩy thai khi Tiểu đường thai kỳ,advice,1
"Khi mắc tiểu đường thai kỳ, nên xử lý thế nào nếu sẩy thai?",advice,1
"Nếu sẩy thai khi bị tiểu đường thai kỳ, cần làm gì?",advice,1
Nguyên nhân và triệu chứng của nhiễm nấm âm đạo khi Siêu âm nâng cao,symptom|cause,1
Siêu âm nâng cao có phát hiện được nguyên nhân gây nhiễm nấm âm đạo không?,symptom|cause,1
Siêu âm nâng cao giúp chẩn đoán nguyên nhân và triệu chứng nhiễm nấm âm đạo thế nào?,symptom|cause,1
Thông tin về nhiễm HPV,topic,0
Ứng dụng của u nang buồng trứng trong Siêu âm thường ,application,1
Siêu âm thường có phát hiện được u nang buồng trứng không?,application,1
U nang buồng trứng có thể thấy được khi siêu âm thường?,application,1
Tại sao có viêm niệu đạo khi Tiểu đường thai kỳ,cause,1
Tại sao lại có hiện tượng viêm niệu đạo trong tiểu đường thai kỳ?,cause,1
Như thế nào dẫn đến viêm niệu đạo khi có tiểu đường thai kỳ?,cause,1
"Trong Nghén, đau bụng kinh có nguyên nhân và dấu hiệu gì",symptom|cause,1
Nghén và đau bụng kinh có dấu hiệu và nguyên nhân gì?,symptom|cause,1
Nguyên nhân và biểu hiện của nghén và đau bụng kinh là gì?,symptom|cause,1
Biến chứng và cách điều trị rong kinh khi Mang thai,treatment|complication,1
thai ngoài tử cung khi Nội tiết tố: dấu hiệu và cách chữa,symptom|treatment,1
Lời khuyên và phương pháp điều trị lạc nội mạc tử cung trong Tiểu đường thai kỳ,advice|treatment,1
Lạc nội mạc tử cung có ảnh hưởng gì đến tiểu đường thai kỳ?,advice|treatment,1
Điều trị lạc nội mạc tử cung trong thai kỳ thế nào?,advice|treatment,1
đa kinh là gì khi Thai kỳ,definition,1
Đa kinh trong thai kỳ có nguy hiểm không?,definition,1
Thai kỳ bị đa kinh là bị làm sao?,definition,1
Các dấu hiệu nhận biết u nang buồng trứng,symptom,0
Làm sao để nhận biết u nang buồng trứng?,symptom,0
Dấu hiệu nào cho thấy có u nang buồng trứng?,symptom,0
Nguy cơ mắc loạn khuẩn âm đạo khi Thai kỳ,riskfactor,1
đau bụng kinh trong Phẫu thuật thường gặp ở ai,population,1
Đau bụng kinh có cần phẫu thuật không?,population,1
Ai thường gặp phải đau bụng kinh sau khi phẫu thuật?,population,1
Điều trị ung thư nội mạc tử cung trong Siêu âm thường ,treatment,1
Siêu âm thường có giúp phát hiện và điều trị ung thư nội mạc tử cung không?,treatment,1
Sử dụng siêu âm thường để điều trị ung thư nội mạc tử cung thế nào?,treatment,1
Nguyên nhân và ai dễ mắc u xơ tử cung trong Cho con bú,cause|population,1
Nguyên nhân và ai dễ mắc đa kinh trong Thiếu máu,cause|population,1
Ai dễ mắc đa kinh do thiếu máu?,cause|population,1
Nguyên nhân gây đa kinh trong thiếu máu là gì?,cause|population,1
Tại sao có viêm cổ tử cung khi Yoga,cause,1
Tập yoga có liên quan gì đến viêm cổ tử cung không?,cause,1
Có thể bị viêm cổ tử cung do tập yoga không?,cause,1
Biến chứng loạn khuẩn âm đạo trong Khám phụ khoa,complication,1
Biến chứng loạn khuẩn âm đạo có thể gặp khi đi khám phụ khoa?,complication,1
