article_id,chunk_id,root_name,root_type,chunk_text
262,5,Ung thư dạ dày di truyền thể khuếch tán,disease,"Thông thường, mỗi tế bào được kế thừa 2 bản sao của mỗi gen: 1 bản sao từ mẹ, 1 bản sao từ cha. Đặc điểm di truyền của HDGC là dạng di truyền trội sinh dưỡng (autosomal dominant), trong đó đột biến chỉ cần xảy ra ở 1 bản sao của gen là có khả năng gây bệnh. Các đột biến gen di truyền liên quan đến HDGC thuộc về các đột biến gen dòng mầm (germline mutation). Như vậy, cha hoặc mẹ với bệnh lý HDGC có thể truyền lại cho con 1 bản sao mang đột biến gen gây bệnh HDGC hoặc 1 bản sao bình thường. Do đó, một đứa trẻ có cha mẹ bị đột biến gen gây HDGC, có 50% cơ hội thừa hưởng đột biến đó. Anh chị hoặc cha mẹ của người bị đột biến trên gen CDH1 cũng có 50% cơ hội có đột biến tương tự. Nếu cha mẹ (của bệnh nhân HDGC) sau có kết quả xét nghiệm đột biến gen âm tính (cha mẹ không mang đột biến gen gây bệnh HDGC) thì nguy cơ của các anh chị của bệnh nhân HDGc sẽ giảm nhiều, nhưng vẫn ở mức cao hơn so với mức nguy cơ trung bình."
262,6,Ung thư dạ dày di truyền thể khuếch tán,disease,"Lựa chọn cho người muốn có con khi đang mang gen đột biến làm tăng nguy cơ mắc HDGC. Chẩn đoán di truyền tiền cấy phôi (Preimplantation Genetic Diagnosis, PGD) là một quy trình y tế được thực hiện kết hợp với thụ tinh trong trong ống nghiệm (in-vitro fertilization, IVF). Điều này cho phép giảm khả năng mắc các hội chứng bệnh lý di truyền ở trẻ. Trứng của người mẹ được lấy ra và thụ tinh trong phòng thí nghiệm. Khi phôi đạt kích thước nhất định, 1 tế bào sẽ được lấy ra khỏi phôi để kiểm tra đặc tính di truyền. Từ đó, cha mẹ có thể lựa chọn các phôi không có đột biến. Kỹ thuật PGD đã được sử dụng trong hơn 2 thập kỷ để sàng lọc các hội chứng ung thư di truyền. Tuy nhiên, đây là một kỹ thuật phức tạp, với nhiều yếu tố cần được cân nhắc trước khi tiến hành như tài chính, thể trạng, cảm xúc,… Bạn nên tìm đến các chuyên gia hỗ trợ sinh sản để được tư vấn và biết thêm thông tin."
262,7,Ung thư dạ dày di truyền thể khuếch tán,disease,"Hiện nay vẫn chưa rõ chính xác số lượng gia đình có HDGC. Tỷ lệ mắc ung thư dạ dày khác nhau ở mỗi vùng trên thế giới. Tại Hoa Kỳ, ước tính ít hơn 1% dân số tại đây mắc ung thư dạ dày, và một phần nhỏ trong số này là HDGC. Tỷ lệ ung thư dạ dày cao nhất thế giới nằm ở Trung Quốc, Nhật Bản, các nước Đông Nam Á và Trung và Nam Mỹ."
262,8,Ung thư dạ dày di truyền thể khuếch tán,disease,"Các hướng dẫn cho việc chẩn đoán hội chứng HDGC đã được đề xuất, nhưng có thể thay đổi liên tục vì ngày càng có nhiều thông tin hơn về hội chứng này. Hiện tại, khi quá trình chẩn đoán nghi ngờ có HDGC thì xét nghiệm di truyền gen CDH1 nên được xem xét nếu cá nhân đó hoặc ít nhất 1 thành viên trong gia đình đáp ứng bất kì tiêu chí nào trong số các tiêu chí được liệt kê dưới đây: Có 2 hoặc nhiều hơn 2 thành viên trong gia đình mắc ung thư dạ dày, tối thiểu một người là ung thư dạ dày thể khuếch tán; Một thành viên được chẩn đoán ung thư dạ dày thể khuếch tán trước tuổi 40; Có tiền sử gia đình hoặc tiền sử cá nhân với bệnh ung thư dạ dày thể khuếch tán và ung thư vú tiểu thùy (lobular breast cancer), với tối thiểu một người được chẩn đoán mắc các bệnh lý này trước tuổi 50; Gia đình có 2 hoặc nhiều hơn 2 thành viên mắc bệnh ung thư vú tiểu thuỳ (lobular breast cancer) trước tuổi 50; Được chẩn đoán mắc bệnh ung thư vú tiểu thuỳ (lobular breast cancer) nhiều lần trước tuổi 50; Được chẩn đoán mắc bệnh ung thư dạ dày thể khuếch tán và có tiền sử cá nhân hoặc tiền sử gia đình bị sứt môi hoặc hở hàm ếch. Xét nghiệm di truyền cho các đột biến trên gen CDH1 hiện đã có sẵn. Tuy nhiên, chỉ có khoảng 20% ​​đến 30% gia đình mắc HDGC có mang đột biến trên gen CDH1. Do đó, cả hai khía cạnh lâm sàng và di truyền cần phải được xem xét trong việc tư vấn cho bệnh nhân về khả năng gia đình họ mắc bệnh ung thư dạ dày di truyền thể khuếch tán (HDGC). Bạn nên trao đổi với các chuyên gia về các bệnh lý di truyền hoặc các nhà tư vấn di truyền."
262,9,Ung thư dạ dày di truyền thể khuếch tán,disease,"Không phải mọi người mang đột biến di truyền liên quan đến HDGC đều phát bệnh. Ở những người bị đột biến gen CDH1, nguy cơ mắc ung thư dạ dày thể khuếch tán ước tính khoảng 67-70% đối với nam và 56-83% đối với phụ nữ trước tuổi 80. Phụ nữ bị đột biến gen CDH1 có 39%-52% nguy cơ mắc bệnh ung thư vú tiểu thùy trước tuổi 80. Một số nghiên cứu trước đây cho thấy mối liên hệ giữa HDGC với nguy cơ ung thư ruột hoặc trực tràng. Tuy nhiên, các phát hiện hiện tại cho thấy không có khả năng tăng nguy cơ mắc các bệnh ung thư ruột hoặc trực tràng ở những người có đột biến trên gen CDH1."
262,10,Ung thư dạ dày di truyền thể khuếch tán,disease,"Do nguy cơ mắc bệnh ung thư liên quan đến đột biến di truyền gen CDH1 (thể đột biến gen mầm (germline mutation)), các cá nhân mang đột biến trên gen này nên trao đổi với các chuyên gia y tế để có các biện pháp giảm thiểu rủi ro mắc ung thư như sau: Nội soi là phương pháp dùng một ống mỏng với hệ thống chiếu sáng và camera để quan sát bên trong hệ tiêu hóa nhằm phát hiện ung thư. Kiểm tra nội soi phần trên của hệ tiêu hoá (esophagogastroduodenoscopy) được khuyến nghị cho người mang đột biến trên gen CDH1. Tuy nhiên, các nghiên cứu trước đây đã chỉ ra rằng kiểm tra nội soi thường bỏ qua ung thư dạ dày thể khuếch tán ở giai đoạn sớm."
262,11,Ung thư dạ dày di truyền thể khuếch tán,disease,"Như vậy, bởi vì thử nghiệm nội soi có thể không hiệu quả trong việc ngăn ngừa hoặc phát hiện ung thư dạ dày thể khuếch tán ở giai đoạn sớm, những người mang đột biến gen CDH1 nên cân nhắc phẫu thuật cắt bỏ dạ dày, còn được gọi là cắt dạ dày toàn bộ để dự phòng (prophylactic total gastrectomy), ngay cả khi việc nội soi có kết quả bình thường. Loại phẫu thuật này là cách duy nhất được chứng minh là có hiệu quả để ngăn ngừa ung thư dạ dày thể khuếch tán ở những người mắc bệnh ung thư dạ dày di truyền thể khuếch tán (HDGC). Tuy nhiên, điều quan trọng mà bạn cần biết là phẫu thuật cắt bỏ dạ dày dẫn đến những thay đổi vĩnh viễn đối với đường tiêu hóa và có thể gây ra nhiều tác dụng phụ lâu dài. Vì vậy, việc quan trọng đối với mỗi bệnh nhân là trao đổi với bác sĩ về những xét nghiệm và quy trình phù hợp với bản thân. Những người quyết định không phẫu thuật cắt bỏ dạ dày có thể xem xét một lịch trình giám sát chuyên sâu, định kỳ và thường xuyên cùng bác sĩ, bằng biện pháp nội soi phần trên của hệ tiêu hoá mỗi năm, đi kèm với thu thập nhiều mẫu sinh thiết niêm mạc (nhiều hơn 30 mẫu sinh thiết trong mỗi lần nội soi). Các quy trình nội soi và phẫu thuật để theo dõi và phòng ngừa bệnh ung thư dạ dày di truyền thể khuếch tán (HDGC) nên được thực hiện tại các trung tâm có chuyên môn và kinh nghiệm phù hợp."
262,12,Ung thư dạ dày di truyền thể khuếch tán,disease,"Phụ nữ với nguy cơ mắc bệnh ung thư dạ dày di truyền thể khuếch tán (HDGC) có nguy cơ cao mắc ung thư vú tiểu thùy (lobular breast cancer). Vì vậy, bạn nên trao đổi với bác sĩ về các biện pháp sàng lọc ung thư vú ở tuổi 30, hoặc 10 năm trước độ tuổi chẩn đoán ung thư vú trẻ nhất trong gia đình. Tuy nhiên, hiện tại vẫn chưa rõ biện pháp sàng lọc ung thư vú nào là tốt nhất đối với phụ nữ có đột biến trên gen CDH1. Các tùy chọn sàng lọc bao gồm: Tự thăm khám vùng vú hàng tháng; Thăm khám lâm sàng được thực hiện bởi bác sĩ hoặc y tá mỗi 6 tháng; Thường xuyên kiểm tra bằng các phương pháp chụp nhũ ảnh (mammogram), siêu âm (ultrasound) hay chụp cộng hưởng từ (magnetic resonance imaging, MRI) vùng vú. Do ung thư vú tiểu thùy (lobular breast cancer) khó được phát hiện khi chụp nhũ ảnh, các phụ nữ mang đột biến trên gen CDH1 nên chụp thêm cộng hưởng từ (magnetic resonance imaging, MRI) vùng vú. Đôi khi, phẫu thuật cắt bỏ vú để dự phòng (prophylactic mastectomy) được khuyến cáo để giảm nguy cơ ung thư vú. Bạn nên thảo luận với bác sĩ về các biện pháp phù hợp để giảm nguy cơ ung thư vú."
262,1,Ung thư dạ dày di truyền thể khuếch tán,disease,"Ung thư dạ dày di truyền thể khuếch tán (Hereditary Diffuse Gastric Cancer, HDGC) là một tình trạng di truyền hiếm gặp liên quan đến tăng nguy cơ mắc ung thư dạ dày. Dạ dày nằm ở vùng thượng vị và đóng vai trò quan trọng trong việc tiêu hóa thức ăn. Thức ăn được nuốt, đẩy xuống dạ dày thông qua thực quản. Dạ dày co bóp để trộn thức ăn và tiết ra dịch giúp tiêu hóa thức ăn. Thức ăn sau đó được đưa xuống ruột non để tiếp tục quá trình tiêu hóa. Một vài người nghĩ rằng dạ dày là toàn bộ phần khoang bụng của cơ thể. Tuy nhiên, các bác sĩ chỉ ra sự khác biệt giữa dạ dày và khoang bụng (ổ bụng). Dạ dày chỉ là một cơ quan, trong khi đó khoang bụng (ổ bụng) là một vùng của cơ thể nằm giữa ngực và xương chậu chứa nhiều cơ quan khác."
262,2,Ung thư dạ dày di truyền thể khuếch tán,disease,"Ung thư dạ dày thể khuếch tán là một loại đặc biệt của ung thư dạ dày, còn được gọi là “ung thư dạ dày tế bào hình nhẫn” (signet ring cell gastric cancer) hay “ung thư xơ cứng dạ dày” (linitis plastica). Thuật ngữ khuếch tán” (diffuse) thường được dùng vì ung thư dạ dày thể khuếch tán thường có xu hướng ảnh hưởng đến nhiều vị trí ở dạ dày, thay vì khu trú tại 1 vị trí cố định. Khoảng 20% các bệnh ung thư liên quan đến dạ dày là ung thư ưng dạ dày thể khuếch tán, một số ít trong đó là do di truyền (Hereditary Diffuse Gastric Cancer, HDGC)."
262,13,Ung thư dạ dày di truyền thể khuếch tán,disease,"Nếu bạn lo lắng về nguy cơ mắc bệnh ung thư, bạn hãy nói chuyện với các chuyên gia y tế. Một vài câu hỏi gợi ý mà bạn nên hỏi như sau: Nguy cơ mắc ung thư dạ dày của tôi là gì? Nguy cơ mắc các loại ung thư khác của tôi là gì? Tôi có thể làm gì để giảm nguy cơ ung thư của tôi? Tôi nên sử dụng những biện pháp sàng lọc và phòng ngừa ung thư nào? Nếu bạn lo lắng về tiền sử gia đình của bạn và nghĩ rằng bạn hoặc các thành viên khác trong gia đình có thể mắc bệnh ung thư dạ dày di truyền thể khuếch tán (HDGC), bạn nên hỏi những câu hỏi sau: Tiền sử gia đình tôi có làm tăng nguy cơ ung thư dạ dày của tôi? Với tiền sử gia đình của tôi, liệu có cần thiết để tiến hành các biện pháp đánh giá mức nguy cơ mắc ung thư? Bạn có thể vui lòng giới thiệu tôi với các nhà tư vấn di truyền hoặc chuyên gia di truyền? Tôi có nên cân nhắc xét nghiệm di truyền?"
263,1,Bệnh chàm,disease,"Bệnh chàm là một bệnh mạn tính về da, làm da khô, đỏ và ngứa. Bệnh này còn được gọi là viêm da dị ứng. Bất cứ ai cũng có thể bị chàm, nhưng phổ biến nhất là ở trẻ nhỏ và thanh niên. Bác sĩ có thể giúp làm dịu và kiểm soát các triệu chứng của bệnh."
263,2,Bệnh chàm,disease,"Bệnh chàm là bệnh về da được các bác sĩ da liễu nhi điều trị phổ biến nhất. Khoảng 65% người bệnh bắt đầu có các triệu chứng bệnh ngay từ khi chưa đến 1 tuổi, và khoảng 90% trong số đó bắt đầu có triệu chứng trước 5 tuổi. Do bệnh chàm là bệnh mạn tính, các triệu chứng này có thể cứ trở đi trở lại nhiều lần. Có những lúc triệu chứng này trở nên tồi tệ (gọi là đợt bùng phát) sau khi da cải thiện tình hình tốt hơn hoặc các triệu chứng biến mất hoàn toàn (thuyên giảm). Nhiều trẻ thường hết bệnh chàm trước tuổi lên 4. Một số trẻ sẽ hết bệnh khi bước vào độ tuổi thanh niên mặc dù da vẫn khô và mẫn cảm. Một số trẻ khác có thể bị bệnh suốt đời nhưng có nhiều cách để làm dịu các triệu chứng bệnh. Bệnh chàm thường do di truyền, xảy ra với những người mà trong gia đình có tiền sử bệnh chàm hoặc các chứng bệnh dị ứng khác như suyễn và sốt cỏ khô (viêm mũi dị ứng theo mùa, thường xuất hiện vào đầu xuân). Bệnh này không lây nhiễm."
263,3,Bệnh chàm,disease,"Triệu chứng của bệnh chàm ở mỗi trẻ em mỗi khác. Các triệu chứng thông thường bao gồm da khô, đỏ, ngứa và nổi ban. Các loại ban này có thể khô hoặc rỉ nước. Chàm có thể xuất hiện ở khắp nơi hoặc chỉ ở một số khu vực trên cơ thể. Ở trẻ nhỏ, ban thường nổi trên mặt và da đầu. Ở lứa tuổi thanh thiếu niên, ban thường xuất hiện ở tay và chân."
263,4,Bệnh chàm,disease,"Một trong những cách hữu ích nhất mà bạn có thể làm là ngăn chặn các đợt bùng phát trước khi chúng xảy ra: Luôn giữ ẩm cho da của con bạn. Đó là một phần của phương pháp điều trị hàng ngày cho bé. Sử dụng các loại chất dưỡng ẩm không mùi. Chất giữ ẩm dạng kem hoặc thuốc mỡ thường có tác dụng làm ẩm tốt hơn là nước xoa/sữa (lotion). Sau khi tắm, dùng khăn lau nhẹ lên da và bôi chất giữ ẩm vào làn da vẫn còn ẩm ướt. Bôi kem giữ ẩm ít nhất mỗi ngày một lần hoặc nhiều hơn nếu cần thiết. Nên bôi kem dưỡng ẩm lên mặt và toàn thân. Tránh các chất gây dị ứng. Những người mẫn cảm với các loại vải thô ráp hoặc các hóa chất trong xà phòng và bột giặt nên: Mặc quẩn áo vải sợi mềm ví dụ như loại 100% cotton. Dùng các loại tẩy/rửa dành cho da không có mùi hương. Tắm nhanh, giữ nhiệt độ nước tắm ở mức nhiệt độ phòng. Sử dụng các loại bột giặt không có nước nhuộm màu hoặc không có mùi hương, và có chất tẩy rửa không quá mạnh. Không sử dụng chất làm mềm vải khi sấy áo quần. Nhắc bé không nên gãi. Gãi ngứa có thể làm vùng phát ban càng nặng hơn và có thể dẫn đến nhiễm trùng. Hơn nữa, càng gãi thì chỉ càng ngứa thêm mà thôi. Cắt móng tay ngắn và nhẵn cho bé, và cố gắng làm cho bé mất tập trung, quên không gãi ngứa nữa. Hỏi bác sĩ xem liệu dị ứng có phải là nguyên nhân gây ra bệnh chàm của bé hay không. Đôi khi các loại dị ứng, như dị ứng thức ăn, thú nuôi, phấn hoa hoặc rận (trong chăn ga, gối nệm) là nguyên nhân gây phát ban hoặc làm cho nó tồi tệ hơn. Nếu bệnh chàm của bé do dị ứng gây ra, hãy tránh các nhân tố gây dị ứng đó, nếu được. Hỏi bác sĩ về những nguyên nhân có thể gây ra các cơn bùng phát (ví dụ như cơ thể quá nóng, chảy mồ hôi hoặc khi bị căng thẳng)."
263,5,Bệnh chàm,disease,"Bác sĩ có thể cho thuốc để giúp bé cảm thấy dễ chịu hơn cũng như để kiểm soát các triệu chứng của bệnh chàm. Bác sĩ sẽ khuyên dùng loại thuốc nào tùy thuộc vào mức độ nghiêm trọng của bệnh và khu vực bệnh xuất hiện trên cơ thể. Có thể dùng thuốc theo 2 cách: bôi/thoa vào da (trên bề mặt) hoặc thuốc uống. Thuốc bôi trên da thường ở dạng kem hoặc thuốc mỡ, thuốc uống ở dạng viên hoặc dung dịch. Loại thuốc mà chỉ có bác sĩ (và một số chuyên gia sức khỏe khác) có thể đặt mua được gọi là thuốc được kê toa. Thuốc không cần kê toa là loại thuốc có thể mua mà không cần chỉ định của bác sĩ. Điều này không có nghĩa là thuốc không kê toa là có hại. Cũng như thuốc được kê toa, thuốc không kê toa có thể rất nguy hiểm cho trẻ nếu dùng không đúng cách. Trước khi cho con uống bất cứ loại thuốc gì, phải bảo đảm rằng bạn biết rõ cách dùng/liều lượng như thế nào. Hãy nói chuyện với bác sĩ nếu bạn có câu hỏi hoặc thắc mắc gì về việc cho bé dùng thuốc."
263,6,Bệnh chàm,disease,"Thuốc steroid bôi da (hydrocortisone dạng kem hoặc thuốc mỡ) – Có thể giúp da đỡ ngứa và bớt viêm. Thuốc có hiệu quả nhất đối với bệnh chàm ở mức độ vừa. Thuốc bôi giảm ngứa không có chất steroid – Có thể nhanh chóng giúp da bớt khô, ngứa mà có rất ít phản ứng phụ. Một số thuốc loại này có chứa chất cồn và có thể gây cảm giác bỏng rát. Thuốc uống kháng histamine – Có thể giúp giảm ngứa (đặc biệt là loại thuốc gây buồn ngủ)."
263,7,Bệnh chàm,disease,"Thuốc steroid bôi da – Dùng để giảm đau, bớt đỏ và sưng, và giúp hết ngứa. Có thể xảy ra các phản ứng phụ hiếm thấy như mỏng da, nứt da, hoặc nổi mụn nếu sử dụng thuốc không đúng cách và sử dụng trong thời gian dài. Thuốc bôi ức chế miễn dịch – immunomodulator dạng bôi (thuốc không có chất steroid) – Dùng để giảm viêm và trị ngứa. Đó là một dòng thuốc mới được chứng minh là có tác dụng trong 80% các nghiên cứu thực hiện đối với trẻ em trên 2 tuổi. Hiện đang có các nghiên cứu để kiểm tra độ an toàn khi sử dụng các loại thuốc đó cho các trẻ em nhỏ tuổi hơn. Thuốc uống kháng histamine – Loại thuốc kê toa chỉ có một vài dạng, và chỉ hiệu nghiệm đối với một vài trẻ em. Thuốc uống kháng sinh – có thể được bác sĩ kê toa khi có nhiễm trùng thứ phát do gãi ngứa. Thuốc uống steroids – Ít khi được khuyên sử dụng, đặc biệt là đối với trẻ nhỏ vì thuốc có nhiều nguy cơ gây ảnh hưởng đến sức khỏe. Ngoài ra, sau khi ngừng sử dụng những loại thuốc này, bệnh nhân còn có những cơn bùng phát mạnh hơn."
263,8,Bệnh chàm,disease,"Bệnh chàm là bệnh mạn tính nên bệnh có thể cứ trở đi trở lại nhiều lần. Bạn, con bạn và bác sĩ của bé cần phải luôn theo dõi, kiểm soát bệnh. Nếu bệnh chàm của bé không khả quan hơn, hãy nói chuyện với bác sĩ về những lo ngại của bạn."
264,1,Viêm tiểu phế quản ở trẻ,disease,"Bệnh viêm tiểu phế quản là một dạng nhiễm trùng, làm cho các phế quản kích thước nhỏ (tiểu phế quản) bị sưng phù và gây tắc nghẽn, không cho không khí truyền đến phổi, dẫn đến khó thở. Bệnh thường xảy ra nhất ở trẻ dưới hai tuổi do các bé có đường khí nhỏ và dễ dàng bị tắc nghẽn hơn so với các trẻ lớn hơn. Viêm tiểu phế quản không giống như viêm phế quản – là dạng nhiễm trùng của đường khí lớn, gần trung tâm hơn."
264,2,Viêm tiểu phế quản ở trẻ,disease,Bệnh do một trong số vài loại virut gây ra. Virut hợp bào hô hấp (RSV) là nguyên nhân chủ yếu gây bệnh trong khoảng từ tháng Mười đến tháng Ba. Các virut khác cũng có thể gây ra bệnh viêm tiểu phế quản. Những trẻ nhỏ nhiễm RSV thường dễ bị viêm tiểu phế quản hơn với biểu hiện thở khò khè và khó thở. Hầu hết người lớn và các trẻ em lớn hơn khi bị nhiễm virut RSV chỉ bị cảm mà thôi. RSV dễ dàng lây truyền từ chất dịch nhầy hoặc nước miếng của người bị nhiễm virut (những giọt phân tử hô hấp tạo ra trong quá trình ho hoặc thở khò khè). Bệnh thường lây lan từ những người trong gia đình hoặc từ các trung tâm giữ trẻ.
264,3,Viêm tiểu phế quản ở trẻ,disease,"Bệnh viêm tiểu phế quản thường bắt đầu bằng các dấu hiệu của bệnh cảm, ví dụ như chảy mũi, ho nhẹ và sốt. Sau một hoặc hai ngày, cơn ho có thể trở nặng và trẻ bắt đầu thở nhanh hơn. Sau đây là các dấu hiệu cho thấy trẻ đang bị khó thở: Cánh mũi của bé phập phồng, nở rộng hơn và các cơ dưới lồng ngực co rút do bé cố lấy thêm không khí vào phổi; Bé thở rên và các cơ bụng co thắt; Mỗi lần thở ra, âm thanh nghe rin rít – thường gọi là tiếng thở khò khè; Bé có thể gặp khó khăn khi uống do khó bú và khó nuốt được. Nếu bé khó thở, bạn có thể nhận thấy vùng quanh môi và các đầu ngón tay của bé xanh tái. Dấu hiệu này cho thấy đường thở của bé bị tắc nghẽn nên không đưa đủ oxi vào máu. Nếu con bạn có một trong các dấu hiệu khó thở kể trên, hãy gọi ngay cho bác sĩ. Nếu con bạn không thể uống nước dễ dàng, bé có thể bị mất nước. Hãy gọi cho bác sĩ nếu con bạn có những dấu hiệu mất nước dưới đây: Uống ít hơn bình thường; Miệng khô; Khóc không có nước mắt; Tiểu ít hơn bình thường. Ở những trẻ em có bệnh mạn tính, viêm tiểu phế quản có thể làm cho bệnh nặng hơn. Hãy gọi cho bác sĩ nếu bạn nghĩ con bạn bị viêm tiểu phế quản và bé có những chứng bệnh sau: Xơ hóa nang; Bệnh tim bẩm sinh; Bệnh phổi mạn tính (gặp ở một vài trẻ nhỏ được cho dùng máy thở hoặc thở oxy qua mặt nạ khi mới sinh); Bệnh suy giảm miễn dịch (ví dụ như chứng suy giảm hệ thống miễn dịch mắc phải [AIDS]); Ghép tủy hoặc ghép nội tạng; Bị ung thư và đang được hóa trị."
264,4,Viêm tiểu phế quản ở trẻ,disease,"Không có phương pháp điều trị cụ thể đối với virut hợp bào hô hấp (RSV) hoặc các virut gây bệnh viêm tiểu phế quản. Thuốc kháng sinh không có tác dụng vì kháng sinh chỉ dùng để điều trị các bệnh do vi khuẩn, chứ không phải virut, gây ra. Tuy nhiên, bạn có thể làm dịu các triệu chứng bệnh của bé. Để giảm nghẹt mũi: Dùng loại nước muối sinh lý do bác sĩ giới thiệu để làm mềm chất dịch nhầy trong mũi. Không được sử dụng nước nhỏ mũi có bất cứ loại thuốc gì mà không có toa bác sĩ. Dùng dụng cụ hút mũi để hút sạch mũi bé. Trước tiên hãy bóp bầu ống hút. Nhẹ nhàng đưa đầu ống hút vào một bên mũi và từ từ thả bầu ống ra để giúp hút chất dịch nhầy bị đóng trong mũi ra ngoài. Cách này có hiệu quả nhất đối với các bé dưới 6 tháng tuổi. Để hạ sốt: Cho bé uống acetaminophen. (Theo liều lượng dành cho độ tuổi của bé). Không được cho bé dùng aspirin bởi vì loại thuốc này có liên quan đến triệu chứng Reye, một loại bệnh gây ảnh hưởng đến gan và não. Hãy hỏi ý kiến bác sĩ trước khi cho bé dùng bất kỳ loại thuốc trị cảm nào. Để tránh mất nước: Bảo đảm bé uống thật nhiều nước và chất lỏng. Có thể bé sẽ muốn các thức uống loãng thay vì sữa hoặc sữa bột. Bé có thể ăn chậm hơn và không muốn ăn bởi vì đang bị khó thở."
264,5,Viêm tiểu phế quản ở trẻ,disease,"Nếu con bạn bị khó thở mức độ nhẹ đến vừa, bác sĩ của bé có thể cho một loại thuốc giúp giãn nở các phế quản. Cách này có thể có tác dụng đối với một số trẻ nhỏ. Các trẻ bị viêm tiểu phế quản cần được điều trị tại bệnh viện do khó thở hoặc mất nước. Có thể cần hỗ trợ thở oxi và thuốc để điều trị tình trạng khó thở. Tình trạng mất nước có thể được điều trị bằng cách cho thức ăn đặc biệt dưới dạng chất lỏng hoặc truyền dịch qua tĩnh mạnh (IV). Trong một vài ca rất hiếm, trẻ sẽ được cho sử dụng mặt nạ oxy nếu các cách trên không hiệu quả. Chỉ điều trị tạm thời bằng phương pháp này cho đến khi hết nhiễm trùng."
264,6,Viêm tiểu phế quản ở trẻ,disease,"Cách tốt nhất để giảm nguy cơ nhiễm virut RSV hoặc các loại virut gây ra bệnh viêm tiểu phế quản khác bao gồm: Bảo đảm mọi người phải rửa tay trước khi đụng đến con bạn; Giữ khoảng cách, không để bé đến gần những người bị cảm, sốt hoặc chảy mũi; Tránh dùng chung dụng cụ ăn uống và ly uống nước với người bị cảm, sốt hoặc bị chảy mũi nước."

"1","1","Rối loạn phụ khoa","topic","Rối loạn phụ khoa là những rối loạn ảnh hưởng đến hệ sinh dục ở phụ nữ. Các cơ quan trong hệ sinh dục nữ bao gồm vú, tử cung, ống dẫn trứng, buồng trứng và cơ quan sinh dục ngoài. Trong cuộc đời mỗi người phụ nữ, đều có thời điểm sẽ mắc một số bệnh phụ khoa nào đó. Những rối loạn phụ khoa này ảnh hưởng rất lớn đến chức năng tình dục. Những rối loạn này không nên xem nhẹ vì chúng có thể ảnh hưởng xấu đến khả năng sinh sản, hoặc tệ hơn có thể đe dọa đến tính mạng của phụ nữ."
"1","2","Các rối loạn phụ khoa phổ biến","topic","Bài viết này sẽ đề cập đến mười rối loạn phụ khoa hàng đầu phổ biến nhất, bao gồm: Đau bụng kinh hoặc đau nhiều khi hành kinh; Khí hư (ra nhiều nhiều huyết trắng âm đạo); Vô kinh hoặc không có kinh trong một thời gian dài; Hội chứng buồng trứng đa nang (PCOS); U xơ tử cung; Lạc nội mạc tử cung; Viêm nhiễm vùng khung chậu; Viêm âm đạo; Mãn kinh; Đau khi quan hệ tình dục"
"1","3","Triệu chứng phụ khoa thường gặp","topic","Ra máu âm đạo, tiết dịch âm đạo thường xảy ra với mọi phụ nữ trong thời kỳ kinh nguyệt. Tuy nhiên, nếu bạn phát hiện bất cứ triệu chứng gì bất thường, bạn không được chủ quan phớt lờ nó, mà phải hỏi ý kiến ​​bác sĩ phụ khoa. Các triệu chứng nhẹ có thể được điều trị. Nhưng các trường hợp nghiêm trọng hoặc bị bỏ qua trong thời gian dài có thể dẫn đến vô sinh. Một số dấu hiệu sau đây ở âm đạo có thể gợi ý bạn đang mắc các bệnh lây truyền qua đường tình dục hoặc thậm chí có thể là ung thư cổ tử cung. Bạn cần đi khám và hỏi bác sĩ nếu có các triệu chứng sau: Kinh nguyệt đến quá sớm hoặc quá muộn so với bình thường; Ra máu âm đạo bất thường trong khi hành kinh hoặc giữa các kỳ kinh; Đau ở vùng chậu hông, mà không phải là đau bụng kinh; Đau vú hoặc nổi các u, cục ở vú; Cảm giác nóng rát khi đi tiểu; Ra máu âm đạo trong hoặc sau khi quan hệ tình dục; Đau khi quan hệ tình dục; Ngứa, sưng hoặc đỏ ở vùng âm đạo; Bất kỳ u, cục hoặc khối bất thường nào ở vùng sinh dục; Âm đạo tiết nhiều dịch (huyết trắng); Dịch âm đạo có mùi hôi khó chịu hoặc có màu bất thường như xanh, vàng hoặc nâu"

"2","6","Mãn kinh","topic","Mãn kinh là thời kỳ người phụ nữ chấm dứt vĩnh viễn chu kỳ kinh nguyệt cho đến khi kết thúc cuộc đời. Mãn kinh xảy ra do buồng trứng giảm chức năng hoạt động. Thời kỳ mãn kinh được xác nhận sau khi ngừng kinh nguyệt trong mười hai tháng liên tục mà không có bất kỳ bệnh lý nào khác. Độ tuổi mãn kinh dao động trong khoảng 45 - 55 tuổi."
