entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Túi ối,topic,[],,,,,,,,túi ối cũng phát triển trong giai đoạn này,,,
Trisomy 13,disease,['10'],,các vấn đề nghiêm trọng với não; các vấn đề nghiêm trọng với tim; ngón tay thừa; ngón chân thừa; hở vòm miệng; hở môi,,,,,,,,,hầu hết trẻ sơ sinh bị trisomy 13 chết trong năm đầu tiên của cuộc đời
Huyết áp cao,topic,"['74', '54']",,,,,,,,,,,những nguy cơ bao gồm các vấn đề về nhau thai; sự phát triển của bào thai bị ảnh hưởng
Ra máu âm đạo,topic,['79'],xét nghiệm nhóm máu rh nếu có bất đồng; siêu âm có thể được dùng để tìm nguyên nhân,ra ít chất nhầy lẫn máu (chất nhầy hồng âm đạo),điều trị nội khoa,viêm cổ tử cung; lộ tuyến cổ tử cung; ra máu có thể do nhiều nguyên nhân; quan hệ tình dục; viêm cổ tử cung; rau bong non; rau tiền đạo; chuyển dạ sinh non,,,,ra máu có thể xảy ra sớm hoặc muộn; không phải trường hợp nào cũng nghiêm trọng; thường ra máu nhẹ tự cầm; bình thường nếu trong vòng 3 tuần quanh ngày sinh,,,nguy cơ sinh non; nguy cơ sẩy thai
đi tiểu nhiều hơn,symptom,[],,Ba tháng đầu,,,,,,,,,
Loại bao cao su,subtopic,[],,,,,,,,,,có thể đặt trước 8 giờ khi dùng loại nữ,
Sẩy thai ngoài tử cung,subtopic,[],,nôn; chóng mặt; tiêu chảy; đau lan lên vai; cảm thấy uể oải; có thể ngất,,,,,,những triệu chứng này thường xuất hiện khoảng từ tuần thứ 5 đến tuần thứ 14 của thai kì,,,
Công việc,topic,['31'],hiệp hội sản phụ khoa hoàng gia anh cung cấp thông tin hướng dẫn đối với các công việc trong thời kỳ mang thai,,,,,,,,,không có bằng chứng phải giảm dưới 40h; có thể nhờ hỗ trợ từ đồng nghiệp nữ và diễn đàn y khoa; thực tập sinh thường nghỉ ca đêm vào cuối thai kỳ trước khi nghỉ thai sản; có thể điều chỉnh trực đêm sang ban ngày; tìm hiểu thêm: quyền lợi và trách nhiệm; nghỉ thai sản và lương; hướng dẫn trở lại làm việc sau sinh,công việc ca trực gây căng thẳng khi mang thai
Thuốc tránh thai khẩn cấp,subtopic,[],,mệt mỏi; đau dạ dày; nôn; kinh nguyệt đến sớm; kinh nguyệt đến muộn,liều 2 uống cách 12h,,,,,thành phần chính: levonorgestrel (chỉ chứa progestin); còn gọi là viên tránh thai sáng hôm sau; uống trong 72h có thể giảm nguy cơ có thai 75–89%; thấp hơn các biện pháp tránh thai thường xuyên; đau dạ dày (hết sau 2 ngày); nôn (cần uống lại nếu nôn trong 1h); ít gây mệt mỏi hơn viên phối hợp,,hiệu quả cao nhất nếu dùng càng sớm càng tốt; nên trao đổi với bác sĩ về lựa chọn phù hợp,
Rubella,disease,['44'],xét nghiệm Rubella (Sởi Đức): nếu nhiễm trong thai kỳ có thể gây dị tật bẩm sinh,,,,,,,xét nghiệm máu cho biết mẹ có miễn dịch không,tiêm vaccine sau sinh,nên tránh tiếp xúc nguồn bệnh,dị tật bẩm sinh
Polyp cổ tử cung,disease,['11'],,chảy máu sau mãn kinh; chảy máu kinh nguyệt nhiều hơn bình thường; chảy máu sau khi quan hệ; chảy máu giữa các chu kỳ kinh; dịch âm đạo có thể có mùi hôi do nhiễm trùng; chảy máu; co thắt nhẹ,lấy một mẫu mô (sinh thiết) và gửi chúng đi làm xét nghiệm giải phẫu bệnh để chắc chắn rằng đây không phải là polyp ác tính; xoắn đứt nhẹ nhàng khối u bằng kẹp polyp (polyp foceps); thủ thuật cắt bỏ tại phòng mổ với gây tê tại chỗ hoặc gây mê toàn thân,nhiễm trùng cổ tử cung; viêm mạn tính; đáp ứng bất thường với nồng độ hormone estrogen; tắc nghẽn mạch máu gần cổ tử cung,,polyp cổ tử cung là những khối phát triển trên kênh cổ tử cung – chỗ nối giữa tử cung với âm đạo.,,kích thước của họ có thể từ vài mm đến vài cm.; hầu hết các polyp cổ tử cung là lành tính (không phải ung thư).; khoảng 2/3 số trường hợp polyp cổ tử cung không có triệu chứng; các bác sĩ thường phát hiện polyp trong khi làm xét nghiệm phết tế bào cổ tử cung (pap test) hoặc các thủ thuật khác,khám phụ khoa và làm xét nghiệm pap smear định kỳ sẽ có thể giúp bạn phát hiện sớm và điều trị các polyp này trước khi chúng gây ra các triệu chứng,sử dụng các thuốc như acetaminophen và ibuprofen giảm đau,
Động kinh,disease,['75'],,,,không có nguyên nhân rõ ràng; một người có hai hay nhiều cơn co giật mà không có nguyên nhân rõ ràng,,động kinh là một loại của rối loạn co giật,,,,,
Chăm sóc vết may tầng sinh môn,topic,[],,,,,,,,,,ép hai mông lại khi ngồi để tránh các mũi khâu bị kéo căng sẽ gây đau; sử dụng một bình xịt nước ấm để rửa vùng kín mỗi khi đi vệ sinh; lau cho khô; sau khi đi tiêu nên lau từ trước ra sau để tránh nhiễm trùng; chườm lạnh để giảm sưng; nói với bác sĩ khi bạn muốn sử dụng một loại thuốc kháng viêm như ibuprofen để giảm đau và viêm,
Thuốc an toàn,topic,['58'],,,,,,,,một số ít thuốc kê đơn và không kê đơn được coi là an toàn,,nên dùng vitamin trước sinh an toàn theo hướng dẫn bác sĩ,
Bệnh xơ nang,disease,['80'],,khó thở; cơ thể sản xuất dịch nhầy đặc; gây cản trở hoạt động phổi; nhiễm khuẩn; ảnh hưởng tiêu hóa; giảm hấp thu thức ăn,,,,,,,,,
Du lịch,topic,['66'],,buồn nôn; nôn mửa nhiều,,nhiễm norovirus,,,,một số hãng hàng không nội địa hạn chế phụ nữ mang thai đi lại bằng máy bay trong tháng cuối của thai kỳ hoặc yêu cầu phải có giấy chứng nhận y tế; một số hãng khác không khuyến khích bay đối với phụ nữ mang thai trên 36 tuần; bệnh này rất dễ lây và có thể lây lan nhanh chóng trên khắp cả tàu du lịch,,cố gắng hạn chế lái xe không quá 5 hoặc 6 giờ mỗi ngày; có kế hoạch dừng xe thường xuyên để cử động và duỗi thẳng chân; lưu ý khi đi máy bay; những vòng băng này hoạt động trên nguyên tắc bấm huyệt để giúp phòng tránh rối loạn dạ dày; loại nước an toàn nhất để uống là nước máy đã được đun sôi trong 1 phút (3 phút nếu ở độ cao hơn 1829m); đồ uống có ga và đồ uống chế biến từ nước đun sôi là loại nước an toàn để uống; không cho nước đá làm từ nước chưa đun sôi vào nước uống của bạn; không uống từ cốc được rửa bằng nước chưa đun sôi; một lời khuyên nữa cho bạn là có thể đăng ký với đại sứ quán hoặc lãnh sự quán của bạn tại nơi đó sau khi bạn đến nơi; các cơ quan này có thể hữu ích nếu bạn cần phải về nước ngay trong trường hợp khẩn cấp,
Địa y simplex chronicus,disease,['101'],,mảng da dày; có vảy; ngứa dữ dội,kem steroid; điều trị nguyên nhân; ngăn vòng ngứa-gãi,viêm da tiếp xúc; rối loạn da mạn tính,,,,,,,
Vaccine an toàn cho phụ nữ cho con bú,topic,[],,,,,,,,,,tất cả các loại vaccine sử dụng cho thai kì đều an toàn cho phụ nữ cho con bú,
Hội chứng suy hô hấp ở trẻ sinh non,disease,[],,các phế nang trong phổi xẹp lại,,thiếu surfactant,,,,,,,
Tim bẩm sinh,topic,['47'],,,,các buồng tim hoặc đường dẫn máu phát triển bất thường,,,,,,,
không dùng ma túy,advice,[],,,,,,,,,,Chăm sóc bản thân,
thai nhi ít máy do không gian chật,symptom,[],,Ba tháng cuối,,,,,,,,,
Viêm gan B cấp tính,subdisease,['27'],,mệt mỏi; chán ăn; buồn nôn; vàng da; đau dạ dày; đau cơ khớp; ăn không ngon; đau bụng,,nhiễm vi-rút,,,,phần lớn tự khỏi và tạo miễn dịch,,,90% nguy cơ truyền cho con; trẻ sơ sinh dễ thành người mang mầm bệnh suốt đời
Thuốc kháng viêm nonsteroidal,topic,[],,,,,Indomethacin,,,,,,
Ngừa thai khẩn cấp iud,subtopic,[],,,,,,,,hiệu quả 99%; có thể dùng lâu dài,,cần đặt tại cơ sở y tế,
Đau âm hộ mãn tính,disease,"['101', '120']",,ngứa; đau; nóng rát; cảm giác châm chích; đau nhức; cảm giác khó chịu; đau nhói; sưng tấy; cơn đau và cảm giác khó chịu xảy ra ở toàn bộ vùng âm hộ.,phẫu thuật cắt tiền đình có thể làm giảm đau và tăng sự hài lòng trong tình dục; thuốc gây tê tại chỗ có thể giúp giảm tạm thời cơn đau và các triệu chứng khác; steroids; các loại thuốc chống trầm cảm và thuốc chống co giật; phẫu thuật cắt tiền đình có thể làm giảm đau và tăng sự hài lòng trong tình dục,nhiễm khuẩn; các yếu tố di truyền; sự co thắt của các cơ đáy chậu; dị ứng; các dây thần kinh chi phối vùng ở âm hộ bị tổn thương hay bị kích thích; tiền sử bị lạm dụng tình dục; lạm dụng các thuốc bôi tại chỗ; nấm,,đau âm hộ mãn tính là tình trạng đau và khó chịu kéo dài vùng âm hộ. những cơn đau thường kéo dài và tái phát nhiều lần.; cơn đau ở âm hộ có thể là triệu chứng của nhiều tình trạng bệnh lý khác nhau và với mỗi chẩn đoán sẽ có các điều trị khác nhau.; đau khi chạm hoặc không. có 2 loại đau âm hộ mãn tính toàn bộ (trên diện rộng) và đau âm hộ mãn tính khu trú (như tiền đình).,Đau âm hộ mãn tính toàn bộ; Đau âm hộ mãn tính khu trú,những cảm xúc hay áp lực còn đóng vai trò nhất định trong cách cảm nhận cũng như chống chọi với cơn đau; một số thuốc có thể gây các tác dụng không mong muốn và có thể làm cơn đau âm hộ trở nên nặng nề hơn; cơn đau và cảm giác khó chịu xảy ra ở toàn bộ vùng âm hộ.,,hãy nói rõ với bác sĩ các thuốc đã sử dụng; tư vấn về tình dục sẽ hỗ trợ cho người phụ nữ và người bạn tình.; phẫu thuật không khuyến cáo cho những trường hợp đau âm hộ mãn tính toàn bộ,thiếu tự tin; lo âu; trầm cảm
Sàng lọc kết hợp,topic,['47'],,,,,,,,nhược điểm: kết quả có muộn,,,
Viêm màng ối,disease,['30'],,mệt mỏi; nôn; sốt; mẹ sốt (>38°c); nhịp tim thai nhanh (>160 nhịp/phút); bạch cầu máu mẹ tăng (>15.000/µl); dịch mủ từ cổ tử cung; nhịp tim nhanh ở mẹ; tử cung ấn đau; im lặng; gây sinh non; ối vỡ non (pprom); tim thai nhanh; bạch cầu máu mẹ tăng; tụt huyết áp; vã mồ hôi; bất thường vận động; bú kém; khó thở; suy hô hấp; tím tái; nhịp tim nhanh; hạ huyết áp; chướng bụng; co giật; xanh xao; chấm xuất huyết,lựa chọn thay thế: ampicillin-sulbactam; lựa chọn thay thế: cefoxitin; lựa chọn thay thế: piperacillin-tazobactam; khởi phát chuyển dạ sớm; chăm sóc hỗ trợ; dùng kháng sinh; ampicillin + gentamicin; clindamycin/metronidazole (viêm nội mạc tử cung); vancomycin (dị ứng penicillin); giữ ấm; theo dõi dấu hiệu sinh tồn; hồi sức toàn diện; thông khí áp lực dương; surfactant; cân bằng glucose; điều trị rối loạn đông máu; mổ lấy thai khi cần,,,là một biến chứng trong thai kỳ do nhiễm khuẩn hoặc phản ứng viêm của màng ối và màng đệm,,hội thảo nichd đề xuất thuật ngữ 'triple i'.; thể mô học có thể không có triệu chứng; pcr vi sinh; fibronectin thai; proteomic,,,nguy cơ nhiễm trùng sơ sinh tăng; áp xe não; nhiễm trùng ổ bụng; áp xe dưới da; nhiễm trùng xương khớp
Tránh thai bằng màng ngăn âm đạo,subtopic,[],đặt khít với cổ tử cung để ngăn tinh trùng gặp trứng,,,,Màng ngăn âm đạo,,,màng ngăn có thể đặt trước 1 giờ và bảo vệ trong vòng 6 giờ; đúng vị trí khi cổ tử cung nằm trong vòm màng ngăn,,cần bác sĩ/y tá hướng dẫn cách đặt và lấy ra; nên thực hành tại phòng khám để đảm bảo dùng đúng; màng ngăn phải được sử dụng mỗi lần quan hệ để tránh thai; có thể kết hợp màng ngăn với chất diệt tinh trùng; khi lấy ra cần nhẹ nhàng để không làm rách; liên hệ bác sĩ khi có vấn đề đường tiểu; liên hệ bác sĩ khi đau hay tiểu khó; liên hệ bác sĩ khi ngứa âm đạo; liên hệ bác sĩ khi dịch bất thường; liên hệ bác sĩ khi sốt cao (nguy cơ sốc nhiễm độc); liên hệ bác sĩ khi màng ngăn rách; liên hệ bác sĩ khi màng ngăn không vừa,
Mổ lấy thai,topic,['74'],,,,,,mổ lấy thai là 1 phẫu thuật ngoại khoa phức tạp,,một phẫu thuật mổ lấy thai theo ý muốn có thể gây ra thêm nhiều nguy cơ,,,nhiễm trùng; vỡ tử cung; những vấn đề này chỉ xảy ra với một số ít phụ nữ và thường có thể được xử lí dễ dàng; xuất huyết; những nguy cơ liên quan đến sử dụng thuốc vô cảm; cần cắt bỏ tử cung sau khi mổ
Túi khí,topic,['82'],,,,,,,,,,không nên tắt túi khí; túi khí không thay thế được đai an toàn,
Triệt sản qua soi tử cung,subtopic,[],,buồn nôn; nôn; chảy máu; chóng mặt; vẫn có thể mang thai; đau giống đau bụng kinh; hoa mắt; nổi mẩn,,,,là một loại triệt sản ống dẫn trứng,,hiệu quả: <1/1000 phụ nữ có thai trong vòng 5 năm sau thủ thuật.; các mô này tạo thành mô sẹo gây bít tắc ống; không có hiệu quả tức thì. cần 3 tháng để mô sẹo bít kín.; thường thực hiện tại phòng khám với gây tê tại chỗ hoặc thuốc an thần; cũng có thể tiến hành tại phòng mổ với gây mê toàn thân; không cần phẫu thuật mổ rạch; không cần vết mổ; dùng lối tự nhiên; có thể thực hiện với gây tê tại chỗ; phục hồi nhanh hơn so với triệt sản khác,,không cần phẫu thuật mổ rạch; không cần vết mổ; dùng lối tự nhiên; có thể thực hiện với gây tê tại chỗ; phục hồi nhanh hơn so với triệt sản khác,vẫn có thể mang thai
Ăn uống,topic,[],protein tăng trưởng tế bào và sản xuất máu; carbohydrate sản sinh năng lượng; sắt sản xuất hồng huyết cầu; chất béo tích trữ năng lượng,buồn nôn; thèm chocolate; thèm thức ăn cay; thèm trái cây; thèm khoai tây nghiền; thèm ngũ cốc; thèm bánh mì trắng; biếng ăn,,,,,,giai đoạn thèm ăn thường kéo dài khoảng 3 tháng đầu,,đừng bỏ bữa ăn; uống nhiều nước; ăn uống đầy đủ khi mang thai không chỉ đơn giản là ăn nhiều hơn. bạn cần cân nhắc đến việc bạn ăn gì.; thức ăn không nên chỉ cung cấp calo mà phải cung cấp chất dinh dưỡng; các chất dinh dưỡng khác cũng cần nhiều hơn so với trước khi mang thai; ăn đa dạng thực phẩm theo tỷ lệ cân đối là quan trọng; nhãn thực phẩm có thể cho bạn biết chất dinh dưỡng có trong thực phẩm; chỉ số RDA (Recommended Daily Allowance) cao hơn bình thường khi mang thai; canxi giúp ngăn ngừa mất xương mẹ; tham khảo ý kiến chuyên gia dinh dưỡng để lập thực đơn; không có mức độ đồ uống có cồn nào an toàn; tránh phô mai mềm chưa tiệt trùng; tránh sữa chưa tiệt trùng; tránh trứng sống; tránh thịt sống hoặc chưa chín; tránh cá và động vật vỏ sống; tránh thịt chế biến; không tự dùng thuốc nhuận tràng; tập thể dục giúp ngăn ngừa táo bón; ăn đa dạng từ các nhóm thực phẩm theo tỷ lệ khuyến cáo; không quá lo lắng – thai nhi nhận được chất dinh dưỡng trước tiên; tập trung vào ăn đa dạng và cân đối thực phẩm bổ dưỡng để mẹ và bé khỏe mạnh; hạn chế các loại cá thủy ngân cao; FDA khuyến cáo cá ngừ đóng hộp/light tuna không quá 6 ounces (170 g) mỗi tuần; tham khảo ý kiến bác sĩ nếu cần; các chất dinh dưỡng quan trọng khác: axit folic giúp ngăn ngừa khuyết tật ống thần kinh (spina bifida) trong giai đoạn đầu thai kỳ; giải quyết vấn đề thường gặp: táo bón do sắt hoặc vitamin trước sinh; phụ nữ mang thai hoặc cho con bú cần 1.000 mg canxi mỗi ngày; tránh các loại cá có hàm lượng thủy ngân cao; tránh thực phẩm chưa tiệt trùng,
xuất hiện mạch máu hình mạng nhện ở cánh tay,symptom,[],,Ba tháng đầu,,,,,,,,,
không hút thuốc,advice,[],,,,,,,,,,Chăm sóc bản thân,
Ngày sinh dự kiến,topic,['73'],,,,,,ngày sinh dự kiến là chỉ dẫn để kiểm tra sự tiến triển của thai kỳ cũng như sự tăng trưởng và tuổi của thai nhi,,,,,
Bất đồng nhóm máu rh,disease,[],,,,mẹ rh(-) mang thai con rh(+); máu mẹ và con hòa lẫn khi chuyển dạ; mẹ rh(-) tạo kháng thể chống rh(+); truyền máu rh(+); sẩy thai,,,,trong lần mang thai đầu tiên thường chưa có vấn đề vì máu mẹ và con không trộn lẫn,,,kháng thể gây hại cho thai nhi trong những lần mang thai sau
Tập thể thao,topic,[],giúp giảm đau lưng; giúp giảm táo bón; giúp giảm đầy hơi; giúp giảm sưng; ngăn ngừa hoặc điều trị tiểu đường thai kỳ; tăng năng lượng; cải thiện tâm trạng; cải thiện tư thế; tăng sức mạnh; tăng sự dẻo dai; tăng sức chịu đựng; giúp ngủ tốt hơn; giúp giữ dáng; hỗ trợ phục hồi vóc dáng sau sinh; tiếp tục chạy nếu đã quen trước đó (cần điều chỉnh); ngăn ngừa/điều trị tiểu đường thai kỳ; tăng cơ; tăng dẻo dai; ngủ tốt hơn; giữ dáng; phục hồi vóc dáng sau sinh,đau lưng,,hormone làm giãn dây chằng; khớp dễ chấn thương; trọng lượng tăng gây áp lực lên lưng và khung chậu; thay đổi trọng tâm khiến dễ ngã; nhịp tim và nhu cầu oxy tăng cao,,,,giảm đau lưng; giảm táo bón; giảm đầy hơi; giảm sưng; ngăn ngừa/điều trị tiểu đường thai kỳ; tăng năng lượng; cải thiện tâm trạng; cải thiện tư thế; tăng cơ; tăng dẻo dai; tăng sức chịu đựng; ngủ tốt hơn; giữ dáng; phục hồi vóc dáng sau sinh; những thay đổi cơ thể khi mang thai ảnh hưởng đến tập luyện; trọng lượng phía trước tăng,,uống nhiều nước; tập thể thao ít nhất 30 phút mỗi ngày; tránh tập thể hình; tránh lướt ván; tránh cưỡi ngựa; tránh một số môn vợt dễ mất thăng bằng; tránh trượt tuyết xuống dốc; tránh lặn biển do nguy cơ bệnh khí ép cho thai nhi; tránh tập khi khí hậu nóng ẩm hoặc khi sốt; sau 3 tháng đầu tránh bài tập liên quan đến lưng; sau sinh có thể bắt đầu bằng đi bộ nhanh vài lần/tuần để hồi phục thể lực; sau đó tăng dần lên các môn nặng hơn; đi bộ ngoài trời còn giúp cả mẹ và con hít thở không khí trong lành; nên tránh tập thể hình nâng tạ nặng; nên tránh lướt ván; nên tránh cưỡi ngựa; nên tránh trượt tuyết xuống dốc; nên tránh lặn biển; tránh bài tập nằm ngửa sau tam cá nguyệt thứ nhất; tránh tập nhanh trong môi trường nóng ẩm; đảm bảo đủ calories; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu chảy máu âm đạo; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu chóng mặt; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu khó thở; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu đau ngực; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu đau đầu; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu yếu cơ; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu sưng bắp chân; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu co thắt tử cung; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu giảm cử động thai; cần ngừng tập và gọi bác sĩ nếu có dấu hiệu rỉ dịch âm đạo; đi bộ là cách tập luyện an toàn để quay lại thể thao sau sinh; đi bộ nhanh vài lần/tuần giúp hồi phục sức lực; đi bộ giúp hít thở không khí trong lành; đi bộ chuẩn bị cho các môn thể thao nặng hơn khi cơ thể khỏe hơn; ngưng tập và gọi bác sĩ nếu: chóng mặt; ngưng tập và gọi bác sĩ nếu: chảy máu âm đạo; ngưng tập và gọi bác sĩ nếu: co thắt tử cung; ngưng tập và gọi bác sĩ nếu: giảm cử động thai; ngưng tập và gọi bác sĩ nếu: khó thở; ngưng tập và gọi bác sĩ nếu: rỉ dịch âm đạo; ngưng tập và gọi bác sĩ nếu: yếu cơ; ngưng tập và gọi bác sĩ nếu: đau ngực; ngưng tập và gọi bác sĩ nếu: đau đầu; ngưng tập và gọi bác sĩ nếu: đau/sưng bắp chân,dễ chấn thương; trọng lượng phía trước tăng; nhất là cuối thai kỳ
Xét nghiệm vô sinh dành cho nam giới,subtopic,[],xét nghiệm này có thể kiểm tra số lượng tinh trùng và tinh trùng của bạn có khỏe mạnh không,,,,,,,,,,
Đếm cử động thai,topic,['46'],,,,,,,,thai nhi cử động trong tử cung là dấu hiệu cho thấy em bé khoẻ mạnh; bà mẹ có thể cảm thấy em bé cử động vào khoảng giữa thai kỳ và nên cảm nhận cử động của bé cho đến khi sinh,,đếm cử động thai chỉ thực hiện khi bà mẹ lo lắng về tình trạng sức khoẻ của bé; nằm nghiêng trái; đếm tất cả các cử động mà bạn cảm nhận trong 1 giờ; dùng để theo dõi khi cảm thấy thai cử động ít,
Thai kỳ,topic,[],,trứng thụ tinh bám vào thành tử cung; những tế nào này sẽ phát triển thành em bé; những tế bào khác sẽ tạo thành nhau; cánh tay và chân bắt đầu hình thành; não và tủy sống bắt đầu hình thành; tim và phổi bắt đầu phát triển; tim bắt đầu đập gần cuối của tháng này; tai trong bắt đầu phát triển; xương xuất hiện; mắt cá chân hình thành; cổ tay hình thành; ngón tay hình thành; ngón chân hình thành; bộ phận sinh dục bắt đầu phát triển; phản xạ mút phát triển; thai nhi thì hiếu động hơn; người mẹ có thể cảm thấy sự cử động của thai nhi; thai nhi ngủ và thức thường xuyên; móng phát triển ở đầu của những ngón tay; lông tóc thật bắt đầu mọc; mắt bắt đầu mở; dấu vân tay có thể được nhìn thấy; vân chân có thể được nhìn thấy; mắt có thể mở và nhắm; mắt cảm thấy sự thay đổi ánh sáng; lông mịn (laguno) bắt đầu biến mất; thai nhi đạp; thai nhi duỗi tay chân; thai nhi có thể làm những cử động nắm; thai nhi phản ứng lại với âm thanh; thai nhi thường xoay đầu xuống cho việc sinh đẻ,,,,,,một giai đoạn thai kỳ bình thường thì kéo dài ít nhất là 259 ngày đến nhiều nhất là 294 ngày (37 - 42 tuần); 40 tuần của thai kỳ được chia ra làm ba quý. mỗi quý kéo dài khoảng 12 – 13 tuần (hoặc khoảng 3 tháng); trong suốt tháng đầu tiên của thai kỳ; trong suốt tháng thứ hai của thai kỳ; ngón tay và ngón chân tiếp tục phát triển. những móng mềm bắt đầu hình thành; xương và bắp thịt bắt đầu phát triển; ruột bắt đầu hình thành; xương sống thì mềm và có thể uốn cong; da thì gần như trong suốt; bàn tay phát triển nhiều hơn bàn chân; cánh tay thì dài hơn chân; cánh tay và chân có thể gập lại; những bộ phận sinh dục bên ngoài được hình thành; da nhăn lại và cơ thể được bao phủ với một lớp chất gây (vernix) và lông mịn (laguno); nhau được hình thành đầy đủ; tai ngoài bắt đầu phát triển; thai nhi có thể nuốt và nghe; cổ được hình thành; thận hoạt động và bắt đầu sản xuất nước tiểu; trong suốt tháng thứ năm của thai kỳ; trong suốt tháng thứ sáu của thai kỳ; não phát triển nhanh; trong suốt tháng thứ bảy của thai kỳ; những vùng khác nhau của não đang hình thành; các nụ vị giác phát triển và thai nhi có thể nếm được vị ngọt và chua; thai nhi bây giờ có thể nấc cụt; da thì ít nhăn hơn; phổi hoàn thiện và chuẩn bị tự hoạt động độc lập; các mô hình ngủ phát triển; thai nhi sẽ tăng khoảng 0.5 pound (0.22 kg) mỗi tuần trong tháng này; sau đây chúng tôi xin giới thiệu những điều sẽ xảy ra trong 3 tháng đầu của con bạn; thai kỳ được bắt đầu khi tinh trùng thụ tinh cho một trứng; do bạn sẽ không bao giờ biết được thời điểm quá trình thụ tinh xảy ra nên các bác sĩ sẽ tính tuổi thai dựa vào ngày đầu của chu kì kinh cuối cùng (kcc); bác sĩ sẽ chọn mốc 40 tuần để dự đoán ngày sinh (phần lớn thai phụ sẽ sinh từ 38 đến 40 tuần); nhưng nếu như bạn được siêu âm thai trong giai đoạn sớm của thai kỳ thì bác sĩ sẽ dựa vào đó để tính tuổi thai cũng như dự đoán ngày sinh cho bạn; trứng thụ tinh bám vào thành tử cung; những tế nào này sẽ phát triển thành em bé; những tế bào khác sẽ tạo thành nhau; cánh tay và chân bắt đầu hình thành; não và tủy sống bắt đầu hình thành; tim và phổi bắt đầu phát triển; tim bắt đầu đập gần cuối của tháng này; tai trong bắt đầu phát triển; xương xuất hiện; mắt cá chân hình thành; cổ tay hình thành; ngón tay hình thành; ngón chân hình thành; bộ phận sinh dục bắt đầu phát triển; phản xạ mút phát triển; thai nhi thì hiếu động hơn; người mẹ có thể cảm thấy sự cử động của thai nhi; thai nhi ngủ và thức thường xuyên; móng phát triển ở đầu của những ngón tay; lông tóc thật bắt đầu mọc; mắt bắt đầu mở; dấu vân tay có thể được nhìn thấy; vân chân có thể được nhìn thấy; mắt có thể mở và nhắm; mắt cảm thấy sự thay đổi ánh sáng; lông mịn (laguno) bắt đầu biến mất; thai nhi đạp; thai nhi duỗi tay chân; thai nhi có thể làm những cử động nắm; thai nhi phản ứng lại với âm thanh; thai nhi thường xoay đầu xuống cho việc sinh đẻ; bạn sẽ không bao giờ biết được thời điểm quá trình thụ tinh xảy ra nên các bác sĩ sẽ tính tuổi thai dựa vào ngày đầu của chu kì kinh cuối cùng (kcc),,,
Bài tập cần tránh khi mang thai,topic,[],,,,,,,,,,tránh gập bụng/ngồi dậy; tránh đẩy tạ qua đầu; tránh tập luyện ngắt quãng cường độ cao; tránh thể thao va chạm; tránh nằm ngửa (tam cá nguyệt 2–3); tránh squat sumo sâu và nâng tạ sumo; tránh hot yoga; tránh nâng tạ; tránh lặn; tránh aerobic cường độ cao; tránh nằm sấp; tránh gập lưng; tránh thái cực quyền; tránh động tác kéo dãn khớp quá mức,
Nguy cơ khi khởi phát chuyển dạ,subtopic,[],,,,,,,,,,,vỡ tử cung; tăng nguy cơ sinh mổ; cơn co tử cung trở nên quá thường xuyên; thay đổi trong nhịp tim của thai nhi; các vấn đề dây rốn; bệnh nhiễm trùng ở mẹ và bé; cái chết của thai nhi
Nhiễm trùng ở trẻ sinh non,disease,['236'],,viêm phổi; nhiễm trùng phổi; nhiễm độc; nhiễm trùng huyết; viêm màng não; nhiễm trùng dịch não tủy,,hệ thống miễn dịch của trẻ chưa hoàn thiện,,,,,,,
Khuyết tật thành bụng,topic,['47'],,ruột có thể thoát ra ngoài (thoát vị thành bụng); thoát vị rốn,,cơ và da không bao phủ kín thành bụng; mô quanh rốn lỏng lẻo,,,,,,,
Tăng sinh nội mạc tử cung đơn thuần,subdisease,['96'],,,,,,,,ít phức tạp,,,
